,Unnamed: 0,content
1783,1783,　　此前宣布定档2017年大年初一的《绝世高手》，不久之前刚刚发布了一款蔡国庆“365个不祝福版”预告，正式宣布改档7月暑期。预告片中，歌手蔡国庆一边唱着熟悉的旋律，一边演绎一位歌手的“喜剧之魂”，单从预告片就足以看出导演卢正雨的无厘头风格。而更早之前放出的范伟与仓田保昭的“东瀛热血高手”版预告，同样令人大跌眼镜之外充满期待。
1784,1784,　　已经宣布定档7月21日暑期档，由大鹏担任监制并与范伟合演一对父子的喜剧片《父子魂斗罗》，还找来人气小花张天爱，喜剧人乔杉，摇滚“歌手”梁龙合演。“魂斗罗”这一熟悉的标签，相信也会吸引许多观众。
1785,1785,　　而1月12日，导演、演员大鹏在35岁生日来临之际，宣布第二部导演作品《缝纫机乐队》正式定档9月30日。同时发布了定档海报，以及一封自述音乐梦想的长信。该片延续了小人物逐梦的故事，讲述了一群有趣的摇滚爱好者帮小镇重拾音乐梦想的故事。
1786,1786,　　【特别关注】
1787,1787,　　《春娇救志明》
1788,1788,　　导演：彭浩翔 主演：杨千嬅/余文乐
1789,1789,　　2016年12月圣诞前夕，彭浩翔执导的“志明春娇”系列第三部——《春娇救志明》在香港正式杀青。杨千嬅、余文乐这对银幕情侣时隔六年再度携手，打造最甜蜜CP。与2012年进军内地市场的《春娇与志明》不同，这一次的电影回归香港本土，同时一个“救”字，似乎预示着影片调性有所改变，在原有都市情爱基调上，很可能加入类型元素。据悉，《春娇救志明》最快有可能在2017年3月上映。
1790,1790,　　文艺情感
1791,1791,　　《地狱恋人》《麻烦家族》《枪炮腰花》
1792,1792,　　《八月》《相爱相亲》
1793,1793,　　除了在“重头戏”系列中介绍过冯小刚的《芳华》之外，2017年许多华语电影重要的导演也会带来自己的走心之作。
1794,1794,　　早在2016年4月，娄烨执导的影片《地狱恋人》就爆出陈冠希复出参演的消息，导演方面并未作出任何回应，但是目前影片已经完成拍摄，预计将于今年上映。按照娄烨以往的路数，很可能会率先在戛纳国际电影节亮相。影片主演是刚获得金马影后的马思纯与人气演员井柏然。娄烨导演虽然强调这部电影是部标准的商业类型片，但是在观众心目中，还是难免将它归到文艺片范畴。
1795,1795,　　不久之前，张艾嘉执导的首部内地故事电影《相爱相亲》发布了一组暖心大片，影片主演张艾嘉、内地著名第五代导演田壮壮、郎月婷等共同出镜。影片目前已经全部杀青，将于2017年暑期全国上映。
1796,1796,　　黄磊的导演处女作《麻烦家族》，改编自日本大师山田洋次《家族之苦》，于去年11月开机，目前定档4月28日。影片阵容包含老中青三代演员李立群、张伟欣、海清、王迅、任容萱等。
1797,1797,　　继《钢的琴》之后，导演张猛与演员王千源再度联手，新片《枪炮腰花》，仍然选择老工业基地为背景，预计国庆档上映。
1798,1798,　　【特别关注】
1799,1799,　　《八月》
1800,1800,　　导演：张大磊 主演：孔维一/张晨 上映日期：3月24日
1801,1801,　　第53届金马奖最佳影片《八月》讲述了上世纪九十年代初的西部小城，国家开始实施国有单位转型，铁饭碗被打破，国有制片厂家属院里，每一个简单家庭的生活都被改革所影响，而少年小雷就这样在天真与世故之间、经济变革与家庭改变之间懵懂成长的故事。
1802,1802,　　《八月》不仅在影片中回顾了90年代文艺生活，还重拾了创作者对电影的尊重，像90年代一样做电影、拍电影、演电影。影片起用全素人演员阵容，将国产电影制片厂大院原景重现，还原90年代文艺质感。导演张大磊表示，之所以会选择在春天上映，是因为春天是万象更新的时节，在经历了严冬和寒冷后，春天的温暖格外不一样。
1803,1803,　　奇幻武侠
1804,1804,　　《捉妖天师》《绣春刀2：修罗战场》
1805,1805,　　《鬼吹灯之龙岭谜窟》《悟空传》
1806,1806,　　由杜琪峰、韦家辉执导，刘德华、巩俐、向佐主演的《捉妖天师》已经于2016年10月开机，据杜琪峰的徒弟导演郑保瑞透露，这部影片与多年前的《大块头有大智慧》有某种程度的关联，有可能在今年上映。
1807,1807,　　2015年备受好评的古装武侠片《绣春刀》，将在暑期迎来续集《绣春刀2：修罗战场》，故事将以张震饰演的锦衣卫沈炼为主角，杨幂、张译、辛芷蕾等主演，路阳导演，宁浩担任监制，该片目前已经在紧张的后期制作之中。
1808,1808,　　凭借《全民目击》深受好评的导演非行转型执导的《鬼吹灯之龙岭谜窟》日前还处于神秘状态，据悉影片将以三部曲形式推出，《云南虫谷》、《昆仑神宫》都将被搬上大银幕，而影片将起用新人出演。
1809,1809,"　　,中新网,北京1月23日电(记者 张曦)22日，电视剧《那片星空那片海》在北京举行首播发布会，导演卫翰韬携主演冯绍峰、郭碧婷、黄明、王阳明、王萌黎、隋咏良、王梓薇等出席助阵。现场，首次搭档的冯绍峰、郭碧婷化作“深蓝夫妇”，不仅重演剧中经典表白台词，更亲密共吹泡泡。"
1810,1810,　　电视剧《那片星空那片海》改编自桐华同名小说，讲述回归田园生活的平凡少女沈螺(郭碧婷饰)，在远离喧嚣的海岛之上邂逅鲛人王吴居蓝(冯绍峰饰)，并陷入爱河的浪漫童话故事。
1811,1811,　　对于出演男美人鱼，冯绍峰调侃说：“终于不用演人了！”据片方介绍，拍摄时，有轻微幽闭恐惧症的冯绍峰，需要被全封闭在倒模里，全程只留鼻孔进行呼吸，颇为艰辛。对此，冯绍峰也表示：“在水里面游泳特别难，我就像海狮一样。”
1812,1812,　　记者获悉，《那片星空那片海》整个特效制作周期长达三个月，近200名特效工作人员，前后一共1700多组镜头，甚至通过特效的方式重建了自1860年左右到现如今的纽约。
1813,1813,　　关于冯绍峰饰演的男版美人鱼形象，片方透露是通过模仿海底生物的一些特征进行设计，对其耳朵、额头、手臂部分都做了不同程度的特效。冯绍峰也爆料称自己有参与设计：“我的耳朵就是有自己修剪了一下。”
1814,1814,　　据悉，《那片星空那片海》将于2月6日在湖南卫视青春进行时剧场播出。(完)
1815,1815,"　,　【特别关注】"
1816,1816,　　《悟空传》
1817,1817,　　导演：郭子健
1818,1818,　　主演：彭于晏/倪妮/余文乐/欧豪/郑爽/俞飞鸿
1819,1819,　　上映日期：7月13日
1820,1820,　　近期在各大影院已经出现《悟空传》的贴片预告，预告片中彭于晏、余文乐、欧豪、倪妮在戏中扮相纷纷曝光，预告片结尾还正式公布了影片将于2017年7月13日全国上映。这部根据今何在红遍网络十余年经典同名小说改编而成的电影，由香港导演郭子健执导，主要讲述孙悟空与二郎神杨戬在西游之前的年轻时代，一同在神仙学院习武，共同经历友谊、爱情的成长故事。
1821,1821,　　撰文：安莹
1823,1823,　　“你在外面漂泊又是一年，东奔西忙尝遍了苦辣辛酸。又是一个三百六十五天，星星月亮都知道你的思念……”在中国人最为重视的传统节日——春节到来之际，陈思思演唱的一首《老公回家过年》近日在网络上不胫而走。饱含深情的歌词和动人心弦的旋律，让广大农民工兄弟仿佛看到家中娇妻稚子在村口望眼欲穿、翘首企盼自己回家团聚的感人生活画面。
1824,1824,　　1999年的央视春晚出现了一首《常回家看看》，近20年常唱不衰，但也从另一个侧面印证了20来年没有同类题材佳作的尴尬，直到近日《老公回家过年》横空出世。作为我国城市化进程特殊历史时期出现的一个特殊社会群体，总量达3亿人之巨的农民工近年来备受社会各界关注，和农民工有关的各种问题和现象总能成为全民热议的社会课题。陈思思这首积极诠释人间亲情的《老公回家过年》，恰似冬日里的一股涓涓暖流，温暖着每一个农民工兄弟的心。
1825,1825,　　陈思思多年前曾唱红了一曲《情哥哥去南方》，在那个时代背景下激起无数南下打工者强烈的心理共鸣，为那些国家现代化建设奉献者们献上了一首爱情赞歌。而这首作为《情哥哥去南方》姊妹篇的《老公回家过年》则更多关注当下农村的留守家庭，唱出了陈思思心中的社会责任。
1826,1826,　　《老公回家过年》充满温暖。
1827,1827,"　　,中新网,1月23日电 法国当地时间1月21日下午，演员王凯出席巴黎时装周Dior Homme2017冬季男装系列发布秀。"
1828,1828,　　王凯身着Dior Homme套装，身材挺拔展现出奢华格调的精致剪裁，深邃黑色系列西装搭配胸前徽章展现潇洒自信的精英风范。
1830,1830,　　在看秀之余，王凯还和Dior首席执行官西德尼· 托莱答诺 (Sidney Toledano)相谈甚欢，并与Dior Homme创意总监克里斯•凡•纳什(Kris Van Assche)合影畅聊。
1831,1831,　　作为Dior Homme在中国内地唯一的受邀艺人，王凯一直以优雅的绅士气质和绝佳的时尚品味展现独特魅力，引领绅士型男潮流。
1832,1832,"　　,中新网,北京1月23日电(记者 张曦)22日，电影《遊戏规则》在北京举行首映礼，导演及出品人高希希携手何润东、黄子韬、娜扎、王学圻、高捷等主创出席。采访中，导演高希希对票房充满信心，认为至少八亿。"
1833,1833,　　电影《遊戏规则》以全新的年轻化视角，再现三十年代上海滩的混乱局势与血雨腥风。这也是高希希自电视剧《新上海滩》后再讲“上海滩”故事。被问到对影片的票房有什么期待，高希希非常有信心地表示“至少八亿”，而他也大赞片中的几位演员十分敬业，演技也好。
1834,1834,　　电影《遊戏规则》是何润东第四次与高希希导演合作，其中不乏一些动作戏，因此被高希希称赞为“中国的史泰龙”。不过何润东却表示：“每次拍高导的戏，他总是会想尽办法让我脱，他觉得好身材不要浪费，在他的监督下根本不能偷懒，必须坚持健身。”
1835,1835,　　昨天，黄子韬一身红衣亮相活动，他透露自己在片中的打戏特别多，“比拍《铁道飞虎》的动作戏还多，我觉得挺过瘾的，在片中我和何润东饰演一对兄弟，两人还经常掐架。”高希希称黄子韬是影帝，“因为不叫影帝他不出来演戏”。面对导演的调侃，黄子韬则耿直回应：“我从来没说自己是影帝，都是他们叫的，这也是导演表扬我，表扬的话我就接着，不过那也是因为我演得好。”黄子韬还坦言，希望能当上“实力派”。
1836,1836,　　娜扎介绍称，自己在片中的角色是上海滩老大的女儿，没人敢欺负，非常厉害，“这次和王学圻老师对戏很多，但完全不会有压力，他非常亲切。我的武打戏还是挺多的，还和黄子韬有一场从三楼往下坠的戏，我们也没有请替身，当时觉得挺刺激的，后来有点后怕。”
1837,1837,　　据悉，电影《遊戏规则》将改档在2月10日上映。（完）
1838,1838,　　陈绮贞说，世上有三件事值得做：爱、写信和梦想。而写信是连接爱和梦想的纽带。虽然写信这种方式并未复苏，但读信确是火了起来。
1839,1839,　　一档叫《见字如面》的读信综艺在豆瓣拿下了9.6的高分，随之而来的是毒舌电影、荔枝八卦、朗读菌等微信大V对该节目的自发安利，并称之为综艺清流，新周刊甚至从该节目形式汲取灵感，精选了20封信做成“见信如唔”的专题。
1840,1840,　　而在本月初，该档王牌文化综艺的音频也在咪咕阅读APP上线，用户可同时通过灵犀语音助手搜索相关音频内容。这档得到了张国立、张涵予、林更新、王耀庆、归亚蕾、何冰等明星大咖加持的读信综艺成了近期圈粉界的扛把子，在网上引起热议。
1841,1841,　　打造IP内容聚合平台，咪咕斥资助推重点IP营销
1842,1842,　　有人说2016年是“IP元年”，其实2015年就已涌现不少IP营销玩家，甚至涵盖农业领域，像褚橙、柳桃、潘苹果组成的“三果志”就是IP营销。而像《见字如面》这样，依靠IP本身产品质量引来自来水式好评而成为大IP的情况终归属于少数。其实更多的IP是营销出来的，比如《太子妃升职记》，小说本身没有火，电视剧却火了，该剧的监制甘薇将一半功劳归到营销人员头上。
1843,1843,　　因此，去年一年咪咕公司斥资助推旗下重点IP的整体营销。对于音乐、阅读、视频、游戏、动漫5大领域而言，内容即基石，平台即价值，基于此，咪咕公司创新搭建起一个高效、良性的生态运营体系，即不断挖掘和扶植优质精品内容，同时通过精品内容反哺给5大平台进行输出，从而将自身打造成IP内容聚合平台，打造出独有的泛娱乐文化生态圈。
1844,1844,　　而作为文化产业的重要组成部分，咪咕文化旗下的咪咕数媒致力于为8亿用户提供数字阅读服务。咪咕阅读平台日活跃用户200万，日访问PV6亿，日阅读章节8000万，成就了咪咕数媒的四宗“最”，即“最大的掌上阅读门户，最丰富的创新产品体系，最大的手机阅读书友会，最大的数字阅读生态圈”。
1845,1845,　　咪咕阅读营销升级，把IP打造成“趣娱乐”生态入口
1846,1846,　　面向未来，咪咕公司将以“让今天更有趣”为追求，致力于打造传播优质文化和分享极致体验的一流平台，携手更多的合作方共同缔造“趣生态”价值链，助力品牌推广和产品营销的全面升级。正如咪咕公司董事长刘昕在去年年末的推介会上所提，“咪咕致力于构建大连接、大文化、大体育的“趣娱乐”生态格局，希望借助中国移动客户规模优势和咪咕全媒体资源优势，通过丰富的场景入口、海量的用户数据和多元化的媒介资源，帮助各类合作方在新型数字营销中实现价值最大化。”
1847,1847,　　罗胖(罗振宇)在2015年跨年演讲中谈到IP时说到，“IP可以成为一种社交货币，现在的人在社交方面需要一些谈资，IP就可以成为这些谈资，而这些谈资自身就是价值。但IP这种社交货币并不是单一化的货币，不断创造话题模式才是这种社交货币的价值体现。”这是一个人人都离不开IP的时代，从动漫、影视、游戏、图书到体育、明星，甚至网红、主题公园和玩偶，IP无处不在，咪咕数媒正不断尝试把IP打造成“趣娱乐”生态的入口。
1848,1848,　　春晚一直以来都是大家关注的重点，近年来，除了央视春晚外，各大卫视春晚或其他地方春晚也因为其创新性和可观赏程度高而备受网友的关注和喜爱。近日，2017年健康猫体育明星春晚的节目单新鲜出炉，猫猫看了一下，简直不能更有看点了！！！
1849,1849,　　看国术：一招一式，尽显功力
1850,1850,　　袁晓超、崔文娟、马灵娟是2008年的奥运冠军，柴云龙、韦剑等人是武术世界冠军，而其他的表演者或是全国冠军，或是武学传人。一个表演节目，居然云集这么多名武术高手，你们难道不想知道他们会擦出怎样的火花吗？
1851,1851,"　,　看速度：空手进枪，秒秒惊心"
1852,1852, 
1853,1853, 
1854,1854,　　“九尺银蛇”在刘海云手中上突下刺，左挑右点，步步攻心，枪枪锁喉；高静则赤手空拳，在舞枪如风、落枪如雨的对手前翻滚跳跃，闪展腾挪，每每让银枪擦身而过。两人在60秒内打出40多个动作，娴熟的动作和精彩的打斗赢得了雷鸣般的掌声和欢呼声。
1855,1855,　　看少年：蓄势待发，自强不息
1856,1856,　　站立或蹲下，都是一种蓄势待发的气势；行走或跳跃，都是一种豪气干云的巍峨。蓄劲如张弓，发劲如放箭，他们的表演让观众领略到了中国武术的霸气和魅力，也看到了中国的未来。
1857,1857,　　看跆舞：龙拳小子，飒爽英姿
1858,1858,　　帅炸了！动感炫酷的跆拳道动作，一招一式简直不能再潇洒吸睛。龙拳小子们的拳脚如风刚劲迅猛，动作干脆利落行云流水，360度旋风踢、540度后旋、超越180度展示的高难度反弓动作，于他们如同小菜一碟，但却看得观众十分嗨~
1859,1859,　　看韩磊：双萌组合，实力圈粉
1860,1860,　　萌叔韩磊有着帝王之声，而萌娃小象因为自幼习武，比起同龄的男孩子还多出了一份男子气概，双萌组合在体育明星春晚舞台上，搭档演唱国内首档大型格斗真人秀节目《精武勇士》的同名主题曲，好听得不要不要！
1861,1861,　　当然啦，韩磊的另外两首歌曲《在此刻》《道在何方》，也绝对是值得期待的表演~
1862,1862,　　除了上述节目外，体育明星春晚还有很多值得期待的节目~
1863,1863,　　比如说，堪称“见家长宝典”的《健康女婿》，笑点与内涵兼具，让人在欢笑中，形成健康生活的理念。
1864,1864,　　而带有浓浓广府风情的《西关小姐》，在摇曳生姿中展示独特岭南文化，让这台春晚在力量中，更多了一些文化内涵。
1865,1865,　　怎么样，是不是很精彩呢！1月30日(大年初三)晚10点，一定要记得锁定广东卫视和新浪视频！
1866,1866,　　杭州2017年1月22日电 -- 2017年2月4日大年初八，由乐橙全程赞助、深圳卫视与大业创智联合出品的《闪亮的爸爸》第二季即将重磅回归，并于2月4日起，每周六晚21:10在深圳卫视暖心播出。上一季的《闪爸》因为大人与孩子之间满满的温情和相互促进的“明星变形记”正能量收获一片好评，今年《闪爸2》在春节后暖心开播，明星帮扶儿童成长情感观察秀的新定位，将赋予节目更多的社会责任。在这一季的节目中，四位“闪爸”吴镇宇、张晓龙、张皓宸、白举纲将去到云南省泸西县永宁乡城子小学，担任音乐、体育、生活等科目的支教老师，以及“代班爸爸”的角色，与300多位当地“留守儿童”开启30多天朝夕相处的生活。
1867,1867,"

"
1868,1868,　　除了四位闪爸，一只可爱呆萌的“机器人” -- 乐橙育儿机器人“小乐”也将全程参与节目，与闪爸们共同关注“留守儿童”全方位的健康成长。
1869,1869,　　乐橙，是大华旗下视联网品牌，拥有频智能硬件、视频云、视频技术“三位一体”的视频能力，以乐橙云开放平台为核心，深挖视频应用的价值，为家庭、商铺、小微企业及第三方开发者(应用者)视频应用提供完美的解决方案和能力。乐橙纵深智能母婴领域，持续关注孩子健康成长，并应用视频科技能力让爱和陪伴不再缺席。
1870,1870,　　机器人小乐是乐橙智能母婴系列的明星产品，她用蒙台梭利教育理念打造，采用行为、语音、视频的人机交互方式，帮助父母陪伴、记录、教育适龄儿童的成长过程。此外，小乐的“大脑”连接着乐橙云端，能高速对接第三方资源，拥有海量育儿、早教知识和亲子游戏，促进亲子关系，是“父母的好帮手，孩子的好玩伴”。
1871,1871,　　在《闪爸2》中，乐橙机器人“小乐”拿出多样本领，帮助闪爸们一同应对“教师”和“爸爸”双重身份的挑战 -- 吴镇宇虽然有当爸爸的经验，可他的“港普”和中式严厉成了他和孩子们交流的不小障碍；“温太医”张晓龙是中央戏剧学院的硕士生导师，但面对当地小朋友，丰富的教学经验是否还能奏效；两位90后闪爸张皓宸、白举纲似乎更能和孩子玩在一起，但如何在教育和玩之间找平衡又成了他们的难题。
1872,1872,　　面对四位来自天南海北又性格迥异的闪爸们，乐橙机器人“小乐”将如何展现“神功”，帮助闪爸们走进孩子们的内心，了解他们真正的情感需求，帮助他们完成愿望？这一趟云南之旅中，又会有哪些意想不到的曲折状况和暖心动人的故事情节？
1873,1873,　　2月4日大年初八晚21：10，乐橙与你共同期待深圳卫视《闪亮的爸爸》第二季暖心回归，一起见证闪爸们为孩子们带去的“爱与陪伴”。
1874,1874,"　　,中新社,洛杉矶1月22日电 (记者 张朔)22日最新统计数据显示，恐怖惊悚片《分裂》(Split)异军突起，以4019万美元勇夺北美票房排行榜榜首，这也是近一段时间以来首次有恐怖惊悚类型片在排行榜登顶。"
1875,1875,　　北美票房统计网站boxofficemojo.com1月22日公布，刚刚过去的这个周末，43部电影票房报收逾1.45亿美元，同比下滑2.7%。其中，排行榜前两席均为“新面孔”。
1876,1876,　　环球影业出品的《分裂》于1月20日上映，由两获奥斯卡奖提名、出生于印度的“70后”导演奈特·沙马兰(M.Night Shyamalan)编剧并执导，被影迷昵称为“一美”(意为最美男演员)的英国演员詹姆斯·麦卡沃伊(James Mc Avoy)领衔主演。该片时长117分钟，聚焦精神分裂和多重人格问题。片中男主角被心理医生诊断有23种人格，在多重人格的驱使下，他的世界走向分崩离析。电影网站豆瓣对该片打出7.6分，很多观影者留言盛赞“一美”，认为他用出色的演技撑起了整部电影。
1877,1877,　　同于1月20日上映的派拉蒙影业冒险动作片《极限特工：终极回归》(xXx:The Return of Xander Cage)，以2000万美元票房争得排行榜亚军。这部时长107分钟、成本8500万美元的影片，讲述特工小队同反派组织对决的故事，上映3天来全球票房已达7050万美元。华人动作明星甄子丹在片中饰演反派头目，戏份颇重。该片在豆瓣网得分6.1分，有观影者评论称“电影剧情没什么新鲜，但音乐好听，打斗戏好看到炸裂！”
1878,1878,　　福克斯公司出品的剧情片《隐藏人物》(Hidden Figures)，本次以1625万美元、逾两成跌幅，从此前的北美票房排行榜头名下滑至第三位。环球影业歌舞喜剧片《欢乐好声音》(Sing)以904万美元、近四成跌幅，从前任季军跌落至第四位。
1879,1879,　　此外，冲奥热门《爱乐之城》(La La Land)、太空科幻巨制《星球大战外传：侠盗一号》(Rogue One:A Star Wars Story)、冒险动画片《怪兽卡车》(Monster Trucks)、剧情片《爱国者日》(Patriots Day)、麦当劳创业剧情片《创始人》(The Founder)、惊悚片《不眠夜》(Sleepless)，分列北美票房排行榜第五位至第十位。
1880,1880,　　即将到来的这个周末，温斯坦影业出品的冒险片《金矿》(Gold)、索尼旗下幕宝影业出品的《生化危机6：终结篇》(Resident Evil:The Final Chapter)、环球影业出品的喜剧剧情片《一条狗的使命》(A Dog's Purpose)都将于1月27日上映。其中，《一条狗的使命》被质疑在拍摄时虐待动物，片方近日进行了澄清，但其票房是否会受到影响目前尚不明朗。(完)
1881,1881,　　◎李晓亮
1882,1882,　　饱受智商感人、辣眼烂片洗礼的年底，好不容易盼到一个国际公认、口碑爆棚的科幻神片《降临》定档，以为终于可以饕餮一把，就此洗洗眼过节呢，结果从上映两天市场反馈看，神作似乎遭遇了尴尬的“消化不良”和“水土不服”。在一些评分网站上，除了专业影评和职业影迷外，一般看热闹的观众，则直言是“试睡大片”：“看过最无聊的电影，看一半走人，浪费钱……”
1883,1883,　　几乎所有差评都来自于此。“难以理解，内容含糊，剧情也很无聊，全程无打斗场面，使人昏昏欲睡”，这能怪影片质量不行吗？记得当初在戛纳甫一亮相，就惊艳了全球影评人。
1884,1884,　　而《降临》改编自星云奖、雨果奖得主、华裔科幻作家特德·姜的短篇，一直被称为“不可能改编为电影”。但作品问世后，业界和观众都交口称赞，拿下了包括金球奖在内一百多项提名。不是电影“难以理解，内容含糊，剧情也很无聊”，而是没开过眼的观众，若眼里科幻就只有“全程打斗”一个选项，也就难怪“不识货”不买账，国产科幻出头，难比登天呢。
1885,1885,　　宁浩想挑战下这个难题——：“大家天然不相信中国导演能够拍科幻片，我想看看这次大家能不能相信。”他的疯狂系列终于再续，取材于刘慈欣《乡村教师》的《疯狂外星人》确定年中开机。只是“技术不代表一部电影的好坏，最重要的还是故事。”这是实话！
1886,1886,　　而故事文本，叙事策略，整体结构，当然不是只有简单粗暴、打怪升级这一种了。《降临》为何是被认为“最高级”的硬科幻？因为它愿意打破常规，以一个语言学角度切入，这还真不是凭空瞎想。
1887,1887,　　一个烧脑的科幻外壳下，包裹的仍是人的自我认知、价值实现、生命与命运等柔软的人文内核。以外星语言为切口和载体，打破线性时间概念，当你能预见未来时，你如何在过去面对已知的未来。这一终极问题，是科幻的也是现实的。如何让看似宿命的选择变成主动而积极的，是电影探讨的终极问题。这难懂，但并不是无聊。
1888,1888,　　你不能以漫威的超级英雄片爆米花片，来要求这类人文哲思式的科幻文艺片子。现在不适，像是小学看图说话课，拿了高数微积分教材。但至少要知道，世上还有另一种可能。暂时看不懂不是直斥人家烂，而给自己以耐心。这是国产幻想类作品“降临”的关键。《盗梦空间》《星际穿越》等大神作品，你可能随大流叫好，那么多了解中小成本的《降临》，“乡村教师”类国产科幻的未来，或只能从这里生发。
1889,1889,　　由优酷和银河酷娱出品、快乐全球传媒联合出品的《火星情报局2》于上周五收官，截至发稿前优酷总播放量已破11亿，相关的微博话题阅读量更是超过23亿。作为忠实的“火星特工”，也许你早就发现，《火星情报局》的正片都是插播在广告里，而且……广告那都是各有各的好看啊！它既能闹如脱兔，又能静若处子；既能脑洞大开，又能一本正经地传递“正能量”、主旋律……《火星情报局》在不知不觉中演绎了一出营销界的武功秘笈！高手大招已出，侬接住了哇？
1890,1890,　　本秘笈由 “新鲜有营养，养出水鲜肌”的一叶子新鲜面膜、“前置2000万柔光双摄，照亮你的美”的vivo X9、男装国民品牌海澜之家及“怪兽一口 精神抖擞”的一口怪兽槟榔 共同体验揭秘
1891,1891,　　排山倒海 X 常规广告
1892,1892,　　曝光多流量棒，劲力精深威力大
1893,1893,　　使用效果：★★★
1894,1894,　　动作难度：★
1895,1895,　　从节目中传统的主持人口播、道具、布景到视频后期制作的压屏条、贴片广告等，常规广告族系庞大而枝繁叶茂，虽形式传统，但贵在曝光量大流量多，这正犹如武学中巅峰造诣——“排山倒海”，虽招式简单，但每一招都劲力精深，一旦发出令你难以抵挡。这些常规广告承载了极大的曝光量，在传播上辅助其他创意广告形式的基础视觉展现，让网友对品牌名称、产品特性等信息有了初步的了解与认知。
1897,1897,压屏条
1899,1899,　　葵花点穴手 X 花式口播
1900,1900,　　猝不及防来一招，品牌受众人人爱
1901,1901,　　使用效果：★★★★
1902,1902,　　动作难度：★★★
1903,1903,　　与传统主持人口播不同，花式口播是汪涵局长和特工们以一本正经的样子说出出其不意的段子式Slogan，以洗脑式的段子语句传达品牌产品信息这一招就像指如疾风、势如闪电的“葵花点穴手”，让网友们“防不胜防”地接受了“广告植入”。如何在受众的心理需求与品牌的传播需求之间掌握平衡，《火星情报局》拿捏地恰如其分，让人不得不爱。
1904,1904,　　比如，高级特工钱枫所分享的#十分钟成沟通之王#提案，言语中自动过渡到“槟榔老师”的称谓，在#地球人的奇葩扛冻方法#中，提出吃一口怪兽槟榔御寒又提神，使得“怪兽一口，精神抖擞”的品牌金句深入人心。
1905,1905,　　凌波微步 X 情景广告
1906,1906,　　自然又高频，润物细无声
1907,1907,　　使用效果：★★★★★
1908,1908,　　动作难度：★★★★
1909,1909,　　所谓情景广告，即在节目中一些特定的场景里，随着情节与话题的递进嘉宾们自然巧妙地带出产品或产品功能，与受众的情绪变化融为一体并达到共鸣。在《火星情报局》中此招已练至炉火纯青，仿若段誉的“凌波微步”，无须刻意即可随时随地、随心所欲地驭气使用。
1910,1910,　　比如#钱枫求婚郭雪芙#这一爆点情节中，钱枫手持vivo X9向雪芙单膝跪地，在此之前尚未发布的vivo X9就伴着他们的八卦瞬间被各路吃瓜群众记住，直至推向热门话题！
1911,1911,　　此外，更有海澜之家的国民老师——考研名师张雪峰，作为中级特工的他每每穿着海澜之家服装积极参与话题，并时时时刻在镜头前凹造型，将海澜之家深深刻上有型有款、时尚必备的烙印。
1912,1912,　　降龙十八掌 X 创意中插
1913,1913,　　好玩又多元，吸睛更吸金
1914,1914,　　使用效果：★★★★★
1915,1915,　　动作难度：★★★★★
1916,1916,　　“创意中插”根植于节目内容，既在节目中又在节目外，与节目共生共存。在《火星情报局》中通过高级特工或素人演绎广告MV、TVC等，创意融入品牌理念及产品特点，使广告与内容融为一体，从而进一步进入到网友的观看习惯中，形成秀色可餐的“夹心式广告”。它阵仗豪华、威力强大，活脱脱是个威慑武林的巅峰造诣——“降龙十八掌”。广告创意与内容相结合编排在中插贴片中，使得不同类别、不同风格的品牌都能活跃起来，混搭、穿越、毫无违和感，成为广告主备受青睐的广告产品。
1917,1917,　　在第4期节目中三位清新靓丽的中级特工妹纸们，在轻快律动的节奏中，娓娓唱出一叶子面膜广告神曲，画面更是唯美脱俗。用网友的评价总结：一个节目能做出这等洗脑又洗眼的MV，这样的广告请给我来一打！
1918,1918,　　化骨绵掌 X 创意秀
1919,1919,　　创意大无限，安利于无形
1920,1920,　　使用效果：★★★★★
1921,1921,　　动作难度：★★★★★
1922,1922,　　值得一提的是，《火星情报局》还开创了一个全新的创意广告形式——创意秀，即在节目中以歌舞、相声等创意多元的综艺形式来演绎广告。创意秀在新颖生动地传达品牌内涵的同时，也保证了节目的连贯性，让节目内容更丰富更具层次感，安利网友于无形，将其比作动作连绵不断、运行成环、外柔内刚而爆发劲十足的“化骨绵掌 ”想必再合适不过。
1923,1923,　　此外，高级特工刘维因其极富感染力的创意秀而被人美称专业广告30年的“广告小王子”，从此成为各大品牌争相热捧的香饽饽，并在为品牌创意演绎广告的路上“一去不复返”。比如在节目中刘维带领从多靓丽青春的妹纸们表演广告歌舞，效果堪比MV，真正做到让广告既好看又好玩。据说大结局中王老吉广告秀《鸡年吉吉操》一经推出，已经有广告主来预约明年的品牌广告MV了！
1924,1924,　　更有相声新势力——卢鑫、张玉浩以中级特工的身份为网友带来了一场精彩绝伦的相声广告，以批判火星广告太多话题自然引入一叶子面膜，相声、京剧、歌舞样样都有，让网友捧腹大笑的同时，即使“知道是广告，却爱不释手”。
1925,1925,　　天外飞仙 X 片尾彩蛋
1926,1926,　　峰回路转意难料，出彩植入趣多多
1927,1927,　　使用效果：★★★★
1928,1928,　　动作难度：★★★★
